var_0,target
73.75230746663115,45.04836426078437
8.235078235303195,58.05890467684546
30.083260220944897,38.07500014140698
44.23631224367056,83.30930781651675
58.27393110530896,2.710068726235304
0.6264321290219366,16.726322005441617
47.71360931826746,6.023279894101119
50.469338872161984,22.68843602757762
42.662806556891574,84.13699163247995
36.72192690832298,69.23206446526966
88.21595832455542,0.8409943130659348
31.047265593730057,24.711082950645245
35.26946014544785,86.7440711878342
18.014552902303326,60.13526874948748
6.31773216776611,0.28369314105781696
60.684950927417106,69.74146426129383
98.18343264345532,37.94388183440238
41.799279340889505,47.48524298064132
74.76752802452616,33.860078410575625
50.81867526379605,93.74845272183751
28.38555325041292,62.00295605539154
19.79180401504106,24.920998748918667
36.51825788551775,54.930343432341175
14.31753303811707,3.4892381704120234
3.7549474159656593,96.6387910160501
67.38310501075769,30.113612512387235
97.25103962661244,97.57703065575744
60.20934304134339,47.10489921750888
90.47484449612874,80.82411153662656
36.703172637449995,15.168153301265864
33.68642359121156,83.39473836135447
60.03192708969084,70.26465734015798
85.72207411994486,93.3842704379617
23.963180382758875,70.91018969986675
87.26928397054314,36.90899604745121
55.68853887286881,21.758179630329256
28.78239546616269,95.63749190375265
77.87346296699187,35.767835830177454
51.89831615390883,56.58512879652346
28.25029003998959,89.80602892238583
91.77157249076802,52.17903274291585
95.41058180307004,94.34362126043474
4.165747333183156,42.431417019270725
20.083582454021165,54.38061056606396
62.325728931667854,68.1120562444687
31.82251643467302,85.33194143923099
12.848178018413082,52.66427866397264
58.38232847964326,99.05080377417141
57.45809381173396,40.68789602123427
37.476674655851625,23.255578497783414
48.9523485290202,26.12903732372718
18.409052925230927,68.79553934820485
33.71318908984272,12.785154669203092
46.6414148251992,93.48187357295436
74.07012840804812,11.515419674545413
62.50054809276614,27.556173189264797
28.30740457147829,46.101634658467304
46.19278425061077,69.79853441381198
31.337786935325862,17.238504829116863
63.649419782218345,81.3589628402442
38.33650508553067,15.89159987030474
93.53408029592754,16.33432720837661
79.3938907360535,55.202679149128976
49.85491890735941,26.684530087315906
94.39220067092921,41.67171741130248
10.138324263105902,79.29413105649414
59.01277900173751,40.99491660447604
7.622905472640962,56.4680786785046
99.77213669118346,46.66108281397773
45.46284841436544,90.86652365136204
92.90879669473118,53.68346773794374
95.20900864135862,71.48197497458139
86.8722381048472,18.276864175517193
85.4881259963756,32.191442440510784
38.96692197787287,69.4584183510434
9.38659418583917,60.168640279022746
80.71119491562783,44.020531112948646
60.253875713299266,10.491799715687566
43.42097551592804,39.75352903301539
79.66208962072642,41.86803091737706
63.62283520832551,62.556596166488966
86.45013829851321,43.20543849374372
36.58377426350333,76.30216315566737
38.40427497985206,68.91879072018719
98.31471106792024,68.99698856817663
81.97064567619475,44.21177670872494
57.37902343526633,68.82749676574454
12.980671197926451,92.75549179057649
69.11416044222324,82.93636781632307
85.16879983305084,11.247580806954105
74.10321903911648,79.97278053155188
60.58949439665775,6.06349159272801
57.86041775114729,38.344266751195335
32.81514533027219,63.067868454785234
78.1149916362257,45.18045056889876
10.122013448811906,1.2539146215895247
38.69580063642526,91.94873815724046
19.42423591834116,93.26132345305261
46.83145712211982,52.91545628290821
62.77980728467932,42.52231383748794
23.32510808397561,76.8919217245468
37.31440082037171,65.16425393996886
60.94903895015352,32.49519632556993
81.83244534026348,10.736483150352727
5.25132250905923,46.47877687542703
45.9948674375951,24.596028400595692
31.017427228603633,77.4956010499365
98.87237580117912,25.993084923333466
24.592411531746595,14.83323150403354
83.27026565957047,89.50066980890058
78.31612432984112,3.046179580977726
91.85716313896613,76.12902337708766
10.330521816562454,58.86451622964386
75.18061184460959,75.84319146847135
68.22178915152517,51.702763807174655
80.13603976274088,70.24974127290447
62.1109019530548,73.46330491432595
99.52569615373335,54.58690890865777
58.300382530095064,54.73318116055659
83.78619724787487,58.91837974270956
38.25598807571984,33.770234700222225
34.62208042179358,89.92225720752305
33.09804552985619,93.88315919738794
94.06528431030623,18.27949585645815
90.40785491599308,29.7671814647285
71.69644511619926,99.36636127351044
29.893398183560173,58.259704489540034
50.72304366980372,48.62487074236562
4.667470865521761,66.12848561007387
9.692682391155705,85.67562092436867
67.1023438328102,81.02238222227058
38.65239556177814,13.886228097946196
91.20045420497036,74.19420128362309
76.1383621316996,79.42033413858893
92.46921127522283,50.90525534021831
40.06313579062396,39.16085265278738
0.19898797199221496,46.70731457727256
18.06283511298069,24.006394233294316
28.826460061330593,43.02283365869361
33.91354101604935,98.70268224479115
89.12055666144887,78.15547352184163
57.027948206749954,48.13268442342835
71.68886965207635,8.24766932120642
46.22739444702546,88.24780164143701
51.05052996221292,68.86943072957806
56.131770257840984,6.675965595561784
40.41065151150433,9.234547628522826
31.004531592331798,16.38994371422391
23.24466493169708,18.720004702563543
21.263399360738667,64.51968823545667
29.18736652966204,49.54897048414304
37.14074994079473,32.89222009051568
44.60820206934848,8.126652378185884
57.339298281088524,48.7416502146923
70.46692783745245,96.79955684262251
39.35598533462503,90.41893808030873
12.845105360200614,30.168345720174273
66.93853252151025,75.2985440061757
10.039974647173278,5.330164335847021
94.60166910835389,57.10773584129786
86.08484852250203,68.76135226955326
45.299553411641355,63.65778342262215
55.34701682613509,43.339556697829885
38.447721494417706,6.220644545932252
